sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
s_59360	TSNARE1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_19664	FAM183A	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_34715	MRPL33	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_46646	RD3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_37579	NOX4	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_58809	TRIB2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_62624	ZBTB37	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_57700	TMEM54	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_1113	ADAR	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_14938	DALRD3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_39650	OSBPL3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_53574	SPINT1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_36335	NCR1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_54772	SUPV3L1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_44654	PSG8	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_14418	CXCL3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_55464	TAS2R8	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_48399	RPUSD2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_913	ACY1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_31805	LRRC71	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_5001	BAX	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_3317	ARHGAP30	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_37868	NR4A3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_30590	LBR	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_61178	VCAN	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_29591	KLC4	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_64356	ZNF639	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_59983	TXNRD2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_57475	TMEM212	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_5655	BPIFA1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_18849	ETV3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_43527	PPP1R12B	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_32594	MAP2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_15939	DHX40	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_37655	NPHP1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_39192	OR4D6	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_42366	PLCB2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_52364	SLCO4C1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_38097	NT5DC2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_50596	SHISA6	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_5857	BSPRY	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_8318	C8A	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_16993	DUOX1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_10785	CDH3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_47969	RP11-6F2.7	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_10594	CDC20B	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_24174	GRM3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_44782	PSMD13	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_13686	CRMP1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_27347	IL6R	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_11294	CEP41	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_41027	PDE8B	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_42792	PNCK	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_34944	MS4A14	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_54480	STON1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_49799	SEMA6D	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_42215	PKP3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_27311	IL36G	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_43623	PPP1R3F	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_38824	OPRM1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_28192	ITSN1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_21104	FIP1L1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_58668	TRAF3IP2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_17459	EEF1D	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_1450	AGA	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_37258	NLRP3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_30864	LGALS12	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_44075	PRKAG2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_19728	FAM193A	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_51482	SLC25A5	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_61221	VEPH1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_63903	ZNF436	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_13290	CPA6	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_32131	LY75-CD302	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_37502	NOS1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_44634	PSG11	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_18865	ETV4	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_60780	URM1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_37963	NRP2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_49599	SEC14L2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_24936	HDGF	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_35013	MSH4	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_58655	TRAF3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_25157	HESX1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_42544	PLEKHM3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_24430	GTF3C1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_49297	SCML1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_13387	CPO	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_55868	TCHH	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_6592	C16orf13	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_25016	HECTD3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_37084	NIT1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_2729	ANXA11	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_600	ACE	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_19744	FAM195B	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_15563	DEFB119	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_46848	RETNLB	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_46976	RFXANK	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_62881	ZDHHC2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_18600	ERCC4	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_56297	TFG	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_30446	LAMC1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_2092	ALOX5AP	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_63905	ZNF438	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_54305	STATH	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_64424	ZNF669	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_2497	ANKRD18A	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_50693	SIGLEC11	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_27215	IL22RA1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_21912	G6PC2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_3668	ARNTL2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_64137	ZNF554	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_5492	BLOC1S3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_38179	NTSR2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_23343	GNPDA1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_40120	PALM	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_38567	OBSL1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_6794	C17orf72	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_12522	CMPK2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_27693	IP6K3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_62249	XKR3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_17374	ECT2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_25606	HMGCL	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_14107	CTD-2616J11.4	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_18531	EPS8L3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_27030	IL12A	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_21813	FUZ	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_1766	AKAP14	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_46068	RAP1GDS1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_56118	TES	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_62550	ZBBX	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_35964	NACC1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_60449	UGDH	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_49668	SEC61A2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_27412	IMPA1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_45961	RAI14	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_42305	PLA2R1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_44485	PRSS12	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_39987	PACRGL	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_32700	MAP7	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_5056	BBS4	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_33958	MINA	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_43445	PPM1A	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_17811	EIF3E	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_3432	ARHGEF26	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_57409	TMEM194A	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_31023	LIG4	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_49192	SCARB1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_58503	TPD52	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_10434	CD44	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_18757	ESR2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_9763	CCDC62	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_11054	CEACAM1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_42107	PITX3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_10007	CCNA1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_78	AARSD1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_13393	CPOX	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_27868	IRF6	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_59748	TTYH1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_20080	FAM65C	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_28680	KCNJ13	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_48414	RQCD1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_48874	S100Z	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_12140	CLDN10	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_28742	KCNK16	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_21781	FUT10	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_16607	DOCK3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_63983	ZNF480	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_46452	RBM39	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_27604	INSM2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_19736	FAM194A	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_58968	TRIM52	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_48461	RRNAD1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_63217	ZMIZ2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_42123	PJA1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_58259	TNPO3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_8757	CACNG5	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_22699	GGCX	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_12420	CLPTM1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_45796	RAB9B	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_2306	ANAPC11	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_47100	RGS3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_47622	RNF165	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_29735	KLHL18	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_43155	POMT1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_55946	TCTN1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_36703	NELF	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_299	ABHD14B	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_41279	PELP1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_27843	IRF1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_61263	VIL1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_952	ADAM12	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_53639	SPP1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_30559	LAT	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_29140	KIAA0430	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_505	ACACB	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_4041	ASTN2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_44460	PRRT2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_25380	HIST1H2BC	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_3067	APOL3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_58309	TOM1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_18710	ERRFI1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_13985	CSRP3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_64997	ZYG11A	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_10408	CD3D	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
